18642,Thor (1998) #2,2,32180,74,"Thor has fallen! While the Avengers continue their battle against the Destroyer, Thor must contend with Hela, dark mistress of the underworld!", | Captain America | Hawkeye | Iron Man | Scarlet Witch | Thor, | editor:Tom Brevoort | colorist:Liquid Color | colorist:Gregory Wright | inker:Klaus Janson | writer:Dan Jurgens | letterer:Dave Lanphear | letterer:Richard Starkings | penciler:John Romita JR.,, | onsaleDate:1998-08-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2011-02-03T16:16:58-0500 | digitalPurchaseDate:2010-09-21T00:00:00-0400, | printPrice:1.99 | digitalPurchasePrice:1.99 ,2001,10

