17971,X-Force (1991) #125,125,47712,20,, | Dead Girl | Doop | Orphan | U-Go Girl | Vivisector | X-Force | X-Men, | letterer:Blambot | colorist:Laura Allred | penciler:Mike Allred | editor:Axel Alonso | writer:Peter Milligan,, | onsaleDate:2002-04-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-06-10T00:00:00-0400, | printPrice:0 ,2002,2

