22522,Cable (2008) #8,8,37308,49,"WAITING FOR THE END OF THE WORLD PART 2 Cable has taken the mutant messiah to a safe haven in the future only to discover that this timeline is marked for destruction by soldiers claiming to be the remnants of the U.S. government. ", | Beast | Bishop | Cable | Cyclops | Emma Frost | Hope Summers, | editor:Axel Alonso | letterer:Joe Caramagna | penciller (cover):Ariel Olivetti | writer:Duane Swierczynski,, | onsaleDate:2008-11-05T00:00:00-0500 | focDate:2008-10-16T00:00:00-0400 | unlimitedDate:2009-10-07T00:00:00-0400 | digitalPurchaseDate:2010-11-24T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,11
 
