23087,Astonishing X-Men (2004) #28,28,72589,8,"""GHOST BOX,"" PART 4  Big action. Big Science.  And a Big Mystery to solve!  The superstar team of Warren Ellis and Simone Bianchi take the X-Men on a mission that will take them into mind-bending and previously uncharted territory -- one that will test them -- and their leader Cyclops -- to their very core. Rated T  ...$2.99", | Beast | Colossus | Cyclops | Emma Frost | Kitty Pryde | Storm | Wolverine | X-Men, | penciller:Simone Bianchi | letterer:Joe Caramagna | other:Chris Eliopoulos | writer:Warren Ellis | colorist:Simone Peruzzi,, | onsaleDate:2009-01-21T00:00:00-0500 | focDate:2008-12-18T00:00:00-0500 | unlimitedDate:2010-01-01T00:00:00-0500 | digitalPurchaseDate:2011-02-16T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2009,1

