2626,New Avengers (2004) #10,10,142999,2,, | Avengers | Black Bolt | Captain America | Cyclops | Doctor Strange | Emma Frost | Gorgon | Invisible Woman | Iron Man | Luke Cage | Mastermind | Mr. Fantastic | Sentry (Robert Reynolds) | Spider-Man | Spider-Woman (Jessica Drew) | Sub-Mariner | Wolverine, | writer:Brian Michael Bendis | penciller (cover):David Finch | colorist:Morry Hollowell | colorist:Laura Martin | penciller:Steve McNiven | inker:Mark Morales | letterer:Richard Starkings,, | onsaleDate:2005-09-21T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-09-17T00:00:00-0400 | digitalPurchaseDate:2011-03-08T00:00:00-0500, | printPrice:2.5 | digitalPurchasePrice:1.99 ,2005,9

