27345,X-Men Legacy (2008) #228,228,52823,23,"Emplate is back and he's out for blood. More specifically, for mutant bone marrow. And with the X-Men still reeling from UTOPIA, he may have picked the perfect time to come calling. ", | X-Men, | penciller:Daniel Acuna | writer:Mike Carey,, | onsaleDate:2009-10-21T00:00:00-0400 | focDate:2009-10-01T00:00:00-0400 | unlimitedDate:2010-02-10T00:00:00-0500 | digitalPurchaseDate:2012-06-26T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,10
 
