15719,Ultimate X-Men (2000) #28,28,90978,8,, | Beast (Ultimate) | Colossus (Ultimate) | Cyclops (Ultimate) | Iceman (Ultimate) | Jean Grey (Ultimate) | Magneto (Ultimate) | Nick Fury (Ultimate) | Storm (Ultimate) | X-Men (Ultimate), | inker:White | inker:Art Thibert | editor:C. B. Cebulski | editor:Ralph Macchio | editor:Stephanie Moore | editor:Brian Smith | letterer:Chris Eliopoulos | penciller (cover):David Finch | writer:Mark Millar | colorist:Dave Stewart,, | onsaleDate:2003-04-10T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-04-15T00:00:00-0400 | digitalPurchaseDate:2010-11-16T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,1

