20562,Captain Marvel (2000) #9,9,28642,69,,,,, | onsaleDate:2000-09-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-11-19T00:00:00-0500, | printPrice:0 ,2003,5

