48800,Nova (2013) #20,20,24377,94,"ORIGINAL SIN tie-in! GUEST-STARRING ROCKET RACCOON! - The secrets of the Black Novas and Sam Alexander's dad have been revealed. - Sam's world is torn apart, but can he come out of this stronger? ",, | artist:David Baldeon | writer:Gerry Duggan | penciller (cover):David Williams, | Original Sin, | onsaleDate:2014-08-20T00:00:00-0400 | focDate:2014-08-06T00:00:00-0400 | unlimitedDate:2015-02-16T00:00:00-0500 | digitalPurchaseDate:2014-08-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
