36431,X-Men Legacy (2008) #245,245,53888,11,"""AGE OF X"" PART ONE! In a world where the X-Men never existed and mutantkind has been hunted to extinction, the few remaining mutants band together to make their last stand. Who are they? And just how far will they go to survive? The AGE OF X starts here! ", | Gambit | Jubilee | Rogue | Storm | Sub-Mariner | X-Men, | writer:Mike Carey | editor:Daniel Ketchum | penciller:Clay Mann | penciller (cover):Leinil Francis Yu, | Age of X, | onsaleDate:2011-02-23T00:00:00-0500 | focDate:2011-02-09T00:00:00-0500 | unlimitedDate:2012-12-12T00:00:00-0500 | digitalPurchaseDate:2012-03-20T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,2
 
