29931,Avengers: The Initiative (2007) #35,35,38158,50,"SIEGE BLOCKBUSTER TIE-IN!!  This is it: the series finale - and the end of the Initiative as we know it!  Learn the fate of your favorite heroes, villains...and those who aren't quite sure what they are, but who are going to have to decide in a hurry! Who will taste sweet victory? Who will know the agony of defeat? For some this is an end -- for others, a new beginning (which you'll be reading about very soon)! Camp H.A.M.M.E.R. is falling...and The Heroic Age is dawning! Rated T  ...$2.99", | Bengal | Captain America | Constrictor | Diamondback (Rachel Leighton) | Gauntlet (Joseph Green) | Justice | Madame Masque | Norman Osborn | Penance (Robert Baldwin) | Rage | Sentry (Robert Reynolds) | Slapstick | Taskmaster | Thor | Tigra (Greer Nelson), | letterer:Joe Caramagna | colorist:Edgar Delgado | writer:Christos Gage | inker:Andrew Hennessy | penciller:Jorge Molina | editor:Bill Rosemann | penciller (cover):David Yardin, | Siege, | onsaleDate:2010-05-12T00:00:00-0400 | focDate:2010-04-22T00:00:00-0400 | unlimitedDate:2011-01-24T00:00:00-0500 | digitalPurchaseDate:2012-01-03T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,5

