38588,Venom (2011) #10,10,29465,66,"The death of a loved one reminds Flash Thompson that his secret identity is in the hands of the villainous Crime-Master â€"" and the only way to take his life back is to go rogue. But Captain America is out to shut him down. ", | Captain America | Venom (Flash Thompson), | colorist:Marte Gracia | artist:Lan Medina | artist:Tony Moore | writer:Rick Remender,, | onsaleDate:2011-12-07T00:00:00-0500 | focDate:2011-11-23T00:00:00-0500 | unlimitedDate:2013-01-22T00:00:00-0500 | digitalPurchaseDate:2011-12-07T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,12
 
