50455,Cyclops (2014) #4,4,23305,100,"- Scott and Corsair are stranded on an alien planet with no hope of rescue - The indigenous species are none too happy with them - Not that they're very happy with each other, either -- what bargains will need to be struck to get either or both of then out alive? ",, | penciller (cover):Alexander Lozano | writer:Greg Rucka,, | onsaleDate:2014-08-27T00:00:00-0400 | focDate:2014-08-04T00:00:00-0400 | unlimitedDate:2015-02-23T00:00:00-0500 | digitalPurchaseDate:2014-08-27T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
