12828,Captain America (2002) #2,2,72262,14,, | Captain America | Nick Fury, | editor:Kelly Lamy | editor:C. B. Cebulski | editor:Nanci Dakesian | editor:Ralph Macchio | editor:Stuart Moore | editor:Brian Smith | letterer:Wes Abbot | letterer:Chris Eliopoulos | letterer:Richard Starkings | writer:Chuck Austen | writer:Stan Lee | writer:John Ney Rieber | penciller (cover):John Cassaday | penciller:David Finch | colorist:Matt Milla | colorist:Dave Stewart | inker:Art Thibert,, | onsaleDate:2002-07-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2014-02-11T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,5

