32979,The Thanos Imperative (2010) #5,5,29614,68,"Thanos is outnumbered and outgunned by the Cancerverse forces, and his unlikely allies-Star-Lord, Rocket Raccoon and the other brave misfits-find themselves making a last stand to save the galaxy's #1 villain! ",, | writer:Dan Abnett | writer:Andy Lanning | artist:Aleksi Briclot | penciller:Miguel Angel Sepulveda, | The Thanos Imperative, | onsaleDate:2010-10-13T00:00:00-0400 | focDate:2010-10-01T00:00:00-0400 | unlimitedDate:2011-10-21T00:00:00-0400 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,10
 
