20863,Hulk (2008) #3,3,7678,201,"Not a flashback!  Not a dream! Together again for the first time! The battle you NEVER thought you'd see -- The Hulk Vs. The Abomination!  But...wait, we've seen that lots of times!  Well... No you HAVE NOT. ", | Abomination (Emil Blonsky) | Hulk, | letterer:Comicraft | colorist:Jason Keith | writer:Jeph Loeb | penciller (cover):Ed McGuinness | inker:Dexter Vines,, | onsaleDate:2008-04-23T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2009-03-13T00:00:00-0400 | digitalPurchaseDate:2010-05-27T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2008,5
 44524,Hulk (2008) #3,3,7678,201,"Not a flashback! Not a dream! Together again for the first time! The battle you NEVER thought you'd see -- The Hulk Vs. The Abomination! But...wait, we've seen that lots of times! Well... No you HAVE NOT. And it isn't just because superstars Jeph Loeb & Ed McGuinness are bringing it to you for the first time -- it's because if you've been reading the Hulk (yes, we know there's one or two of you), it CAN'T be possible! But it is -- AND IN COLOR -- LOTS OF THEM! The pulse-pounding, gamma-spawned action adventure continues in Hulk #3!!!  Rated A",,,, | onsaleDate:2008-04-23T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2006-01-01T00:00:00-0500, | printPrice:2.99
 
