30166,Frankencastle (2010) #19,19,24947,83,"""PUNISHMENT"": PART 2 OF 4 A DARK WOLVERINE/FRANKEN-CASTLE CROSSOVER!  The rematch you begged for: Punisher vs Daken! A few months ago, Wolverine's son hunted down Frank Castle at the behest of a vengeance-seeking Norman Osborn and sliced him to ribbons.  But Frank's feeling better now, and he's ready for round two - as Franken-Castle!  Everything you ever wanted all in one comic - in the most brutal, down-in-the-dirt, blood-soaked, slugfest the law will allow per page -- guaranteed to kick you right in your damned face, in mighty Marvel fashion, naturally. Parental Advisory ...$2.99",, | penciler:Simone Bianchi | penciller:Tony Moore | writer:Rick Remender,, | onsaleDate:2010-07-28T00:00:00-0400 | focDate:2010-07-08T00:00:00-0400 | unlimitedDate:2011-06-22T00:00:00-0400 | digitalPurchaseDate:2011-10-11T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,7

