47614,The Superior Foes of Spider-Man (2013) #11,11,18143,132,"- They don't get NOW-er than the Superior Foes of Spider-Man! - Is there a rat in the Sinister Six?* *=there's still only five members. - Spencer & Lieber continue the sleeper hit of the NOW-lenium! ",, | artist:Steve Lieber | penciller (cover):Joe Quinones | writer:Nick Spencer,, | onsaleDate:2014-04-09T00:00:00-0400 | focDate:2014-03-17T00:00:00-0400 | unlimitedDate:2014-10-13T00:00:00-0400 | digitalPurchaseDate:2014-04-09T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
