35555,Osborn (2010) #1,1,23152,78,"BIG TIME HITS SPIDER-MAN'S GREATEST ENEMY! The world's most dangerous felon is in the world's top supermax-security prison -- an institution so secret even the vice president doesn't know it exists. But can any cell contain Norman Osborn? After the events of SIEGE, the former Green Goblin, Iron Patriot and power-mad director of worldwide security isn't allowed to have a toothbrush...and he's surrounded by the deadliest criminals in the world. Lucky for Osborn, they're fans. Rising stars Kelly Sue DeConnick (SIF) and Emma Rios (AMAZING SPIDER-MAN) throw Osborn in the darkest hole the public's never seen! Featuring an all-new bonus story written by Warren Ellis (THUNDERBOLTS)!  Rated T  '$3.99", | Norman Osborn, | writer:Kelly Sue DeConnick | artist:Ben Oliver | penciller:Emma Rios,, | onsaleDate:2010-11-17T00:00:00-0500 | focDate:2010-10-22T00:00:00-0400 | unlimitedDate:2011-11-14T00:00:00-0500 | digitalPurchaseDate:2013-10-22T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2010,11

