13958,Uncanny X-Men (1963) #417,417,90447,9,, | Archangel | Havok | Husk | Iceman | Juggernaut | Nightcrawler | Northstar | Stacy X | Wolverine | X-Men, | penciller (cover):Kia Asamiya | writer:Chuck Austen | writer:Stan Lee | editor:Mike Marts | colorist:Jd Smith | letterer:Paul Tutrone,, | onsaleDate:2003-03-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2013-03-05T00:00:00-0500, | printPrice:0 | digitalPurchasePrice:1.99 ,2003,1

