39322,Astonishing X-Men (2004) #45,45,31392,60,"Something isn't what it seems when Storm and Cyclops go to fight Sentinels. Who has kidnapped them, who are these familiar looking mutants, and why did Storm and Cyclops kiss? ", | Cyclops | X-Men, | letterer:Joe Caramagna | artist:Mike McKone | artist:Rachelle C Rosenberg | writer:Greg Pak,, | onsaleDate:2011-12-28T00:00:00-0500 | focDate:2011-12-14T00:00:00-0500 | unlimitedDate:2012-06-28T00:00:00-0400 | digitalPurchaseDate:2011-12-28T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,12
 
