27951,Ultimate Comics Spider-Man (2009) #3,3,52781,24,"The world of Spider-Man is turned upside down!  Friends are enemies and enemies are friends!!  Mysterio is on the loose and gunning for Spidey big time.  And the Hulk is back!!!?? Plus--and this is a biggie--you'll never believe what iconic super hero is moving into Aunt May's house!! Rated T  ...$3.99", | Spider-Man (Ultimate), | writer:Brian Michael Bendis | penciller:David Lafuente | letterer:Cory Petit | colorist:Justin Ponsor,, | onsaleDate:2009-10-07T00:00:00-0400 | focDate:2009-09-17T00:00:00-0400 | unlimitedDate:2011-02-14T00:00:00-0500 | digitalPurchaseDate:2013-01-29T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,10

