49133,Ultimate FF (2014) #5,5,11778,197,"SUE STORM. IRON MAN. FALCON. TOGETHER WITH XXXXXXXX MAKE THE STRANGEST TEAM OF ALL! Trapped outside the Universe, an old friend returns to help. The Secret Origin of XXXXXXXXX REVEALED! Something unimaginable comes through the rift.",, | artist:Andre Araujo | writer:Joshua Hale Fialkov | penciller (cover):Chris Stevens,, | onsaleDate:2014-07-30T00:00:00-0400 | focDate:2014-07-07T00:00:00-0400 | unlimitedDate:2015-01-26T00:00:00-0500 | digitalPurchaseDate:2014-07-30T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
