15840,Irredeemable Ant-Man (2006) #9,9,15497,129,"Ant-Man and Damage Control find themselves face-to-face with the Dragon Man! You'd think Eric O'Grady, our resident Irredeemable Ant-Man, would be able to relate to such a villain â€"" but that's not the case. ", | Dragon Man | Hank Pym, | colorist:Bill Crabtree | penciller:Phil Hester | writer:Robert Kirkman | inker:Ande Parks | letterer:Rus Wooton,, | onsaleDate:2007-06-06T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-05-09T00:00:00-0400 | digitalPurchaseDate:2012-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,6
 
