15021,X-Treme X-Men (2001) #19,19,68189,16,, | Beast | Bishop | Gambit | Nightcrawler | Rogue | Storm | Thunderbird (Neal Shaara) | Wolverine | X-Men, | writer:Chris Claremont | colorist:Liquid Graphics | penciller (cover):Salvador Larroca | editor:Andrew Lis | editor:Lynne Yoshii | letterer:Tom Orzechowski,, | onsaleDate:2002-12-01T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2012-05-29T00:00:00-0400, | printPrice:0 | digitalPurchasePrice:1.99 ,2002,10

