31140,Avengers: The Children's Crusade (2010) #4,4,31977,38,"Determined to rescue the Scarlet Witch from Doctor Doom, the Young Avengers form a strike force to infiltrate Doom's lair. Their plans quickly get out of control as the Avengers get involved, promising a battle that neither side will soon forget. ", | Avengers | Doctor Doom | Magneto | Quicksilver | Scarlet Witch | Wiccan | Wonder Man | Young Avengers, | editor:Tom Brevoort | penciller:Jim Cheung | writer:Allan Heinberg,, | onsaleDate:2011-01-05T00:00:00-0500 | focDate:2010-12-12T00:00:00-0500 | unlimitedDate:2013-03-20T14:44:47-0400 | digitalPurchaseDate:2012-03-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,1
 38892,Avengers: The Children's Crusade (2010) #4,4,31977,38,"THE EPIC AVENGERS EVENT CONTINUES!  Determined to rescue the Scarlet Witch from the clutches of Doctor Doom, Magneto, Quicksilver, and the Young Avengers form a covert strike force to infiltrate Doom's kingdom.  But their secret invasion of Latveria threatens to become an all-out war when the Avengers and Wonder Man stand in their way.  PLUS:  the Scarlet Witch comes face to face with an enemy even deadlier than Doom who won't rest until Wanda Maximoff is dead.", | Avengers | Doctor Doom | Magneto | Quicksilver | Scarlet Witch | Wonder Man | Young Avengers, | editor:Tom Brevoort | penciller (cover):Jim Cheung | writer:Allan Heinberg,, | onsaleDate:2011-01-03T00:00:00-0500 | focDate:2010-12-13T00:00:00-0500 | unlimitedDate:2012-03-06T00:00:00-0500, | printPrice:3.99
 
