24412,Amazing Spider-Man (1999) #605,605,62778,19,Who needs Spider-Man when you have the Amazing Mary Jane?  It's MJ's turn to play hero as a party turns deadly., | Harry Osborn | Mary Jane Watson | Spider-Man, | letterer:Joe Caramagna | colorist:Nathan Fairbairn | colorist:Javier Rodriguez | colorist:Rob Schwager | inker:Mark Farmer | inker:Rick Magyar | penciller (cover):Mike Mayhew | penciller:Yanick Paquette | penciller:Javier Pulido | penciller:Luke Ross | writer:Brian Reed | writer:Fred Van Lente,, | onsaleDate:2009-09-16T00:00:00-0400 | focDate:2009-08-27T00:00:00-0400 | unlimitedDate:2011-03-21T00:00:00-0400 | digitalPurchaseDate:2011-01-25T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2009,9

