16136,Super-Villain Team-Up/Modok's 11 (2007) #2,2,17354,134,"M.O.D.O.K. reveals the target of his heist: the most powerful weapon in the universe! And Mentallo has figured out that one of M.O.D.O.K.'s team is actually a hero in disguise. ", | Chameleon | M.O.D.O.K. | Puma, | colorist:Guru-eFX | penciller (cover):Marko Djurdjevic | inker:Terry Pallot | letterer:Nate Piekos | penciller:Francis Portela | writer:Fred Van Lente,, | onsaleDate:2007-08-15T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-07-18T00:00:00-0400 | digitalPurchaseDate:2012-09-18T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2007,8
 
