45798,Amazing Spider-Man (2014) #1,1,532586,1,"The Greatest Super Hero of All Time RETURNS! The world may have changed since Spidey's been gone, but so has Peter Parker. This is a man with a second chance at life, and he's not wasting a moment of it. Same Parker Luck, new Parker attitude. Putting the ""friendly"" back in the neighborhood, the ""hero"" back into ""super hero,"" and the ""amazing"" back into ""Spider-Man!"" Also returning: The recharged and reenergized ELECTRO! ",, | penciller (cover):Humberto Ramos | writer:Dan Slott, | Marvel NOW!, | onsaleDate:2014-04-30T00:00:00-0400 | focDate:2014-04-16T00:00:00-0400 | unlimitedDate:2014-10-27T00:00:00-0400 | digitalPurchaseDate:2014-04-30T00:00:00-0400, | printPrice:5.99 | digitalPurchasePrice:5.99
 
