30316,Amazing Spider-Man (1999) #641,641,68345,10,"ONE MOMENT IN TIME PART 4 Every question is answered, the past laid to rest, and Spider-Man swings into a new direction for the future! ", | Spider-Man, | penciler:Marcos Martin | penciler:Joe Quesada | penciler:Paolo Rivera,, | onsaleDate:2010-09-08T00:00:00-0400 | focDate:2010-08-12T00:00:00-0400 | unlimitedDate:2011-08-15T00:00:00-0400 | digitalPurchaseDate:2011-09-20T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99,2010,9
 
