30674,X-Force (2008) #28,28,61680,17,"""SECOND COMING"", CHAPTER THIRTEEN The final battle begins here! It's X-Force's last stand in the future and the X-Men's last stand in the present. Bastion has been one step ahead of the X-Men the whole time, but one X-Man's sacrifice could turn the tide! Don't miss the penultimate chapter of the X-Event of 2010! Parental Advisory ...$2.99", | X-Force | X-Men, | penciller:Mike Choi | penciller:Adi Granov | writer:Craig Kyle | writer:Chris Yost, | X-Men: Second Coming, | onsaleDate:2010-07-08T00:00:00-0400 | focDate:2010-06-17T00:00:00-0400 | unlimitedDate:2011-04-20T00:00:00-0400 | digitalPurchaseDate:2011-07-19T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2010,7

