37401,FF (2010) #7,7,54022,21,"At what ends will Black Bolt go to in order to become king of the Inhumans once again? And will the prophecies of the War of Four Cities come to pass? ", | Black Bolt | Fantastic Four, | penciller (cover):Mark Bagley | editor:Tom Brevoort | writer:Jonathan Hickman | penciller:Greg Tocchini,, | onsaleDate:2011-07-27T00:00:00-0400 | focDate:2011-07-04T00:00:00-0400 | unlimitedDate:2012-04-03T00:00:00-0400 | digitalPurchaseDate:2012-10-23T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,7
 
