908,Uncanny X-Men (1963) #451,451,1913,279,"""THE CRUELEST CUT"" PART 2 (OF 2) ,2004,11
<br>Wolverine's 30th Anniversary Celebration starts off with a bang as the X-Men investigate some mysterious murders in New York City. All the victims seem to have been cut to pieces by blades-Adamantium blades! ", | X-Men, | writer:Chris Claremont | inker:Mark Farmer | letterer:Rus Wooton,, | onsaleDate:2004-10-20T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2007-11-13T00:00:00-0500 | digitalPurchaseDate:2013-11-12T00:00:00-0500, | printPrice:2.25 | digitalPurchasePrice:1.99
 
