50305,What If? Age of Ultron (2014) #1,1,23846,96,"- In Age of Ultron, a time-travelling Wolverine killed Hank Pym before he could create the world-conquering Ultron. - What would the Marvel Universe look like if another founding Avenger had been killed instead? - A world without the Wasp brings a world where Hank Pym created an Ultron even more heinous than the one we know! ",, | writer:Joseph Keatinge | penciller (cover):Chris Stevens,, | onsaleDate:2014-04-02T00:00:00-0400 | focDate:2014-03-19T00:00:00-0400 | unlimitedDate:2014-10-06T00:00:00-0400 | digitalPurchaseDate:2014-04-02T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
