51272,All-New Invaders (2014) #13,13,14697,162,"THE DEADLIEST KREE WARRIOR! EVER! - In the aftermath of the KREE'S defeat by the ALL-NEW INVADERS and the loss of the GOD'S WHISPER, TANALTH seeks answers sending her on a cosmic quest and combat with the ETERNAL (and Golden Age Hero) MAKKARI. - Will Kree warrior and Eternal speedster KILL each other or get the answers they both seek? - Plus SAM WILSON'S first meeting with the ALL-NEW INVADERS.",, | penciller (cover):Steve Pugh | writer:James Robinson,, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:2014-12-10T00:00:00-0500 | unlimitedDate:2015-06-22T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:3.99
 
