16143,The Loners (2007) #5,5,15556,127,"The RUNAWAYS spin-off puts the spotlight on a former New Warrior!  Once a proud team of high-flying teenage heroes, the New Warriors has become the most hated name in all America.  For Turbo, the downfall and disgrace of her old team has been a hard pill to swallow. But as she tries to put her past behind her, can she face her future without hiding behind a mask? Plus, what old Marvel character makes their exciting return to continuity this issue? Writer C.B. Cebulski (X-MEN FAIRY TALES) and artist Karl Moline (Route 666) keep you guessing and the critics raving!,2007,9
<br>32 PGS./Rated T+ ...$2.99
<br>",,,, | onsaleDate:2007-09-12T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-01-04T00:00:00-0500, | printPrice:2.99
 
