36428,X-Men Legacy (2008) #253,253,40466,33,"One of the monsters from Legion's psyche is determined to retain his freedom. His power? Sucking the life out of his victims. With a foe like this, Rogue may find her team a member or two short by the end! ", | Gambit | Magneto | Professor X | Rachel Grey | Rogue | X-Men, | writer:Mike Carey | penciller:Khoi Pham | penciller (cover):Mico Suayan,, | onsaleDate:2011-08-10T00:00:00-0400 | focDate:2011-07-18T00:00:00-0400 | unlimitedDate:2012-12-26T00:00:00-0500 | digitalPurchaseDate:2012-10-30T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2011,8
 
