30605,Ultimate Comics New Ultimates (2010) #5,5,38663,34,"Thor has returned! Can he put a stop to Loki's machinations? Or will his rampage result in the death of his teammates? It all ends here, one way or another! ",, | penciller:Frank Cho | colorist:Jason Keith | other:Jeph Loeb | letterer:Richard Starkings,, | onsaleDate:2011-02-02T00:00:00-0500 | focDate:2011-01-20T00:00:00-0500 | unlimitedDate:2012-01-10T00:00:00-0500 | digitalPurchaseDate:2012-02-07T00:00:00-0500, | printPrice:3.99 | digitalPurchasePrice:1.99,2011,2
 
