24440,Amazing Spider-Man Family (2008) #8,8,7888,195,"While the machinations of Norman Osborn's DARK REIGN have our favorite heroes on the run, what's life like for the everyday folks of the Marvel Universe?  See how the Amazing Spider-Man changed one man's life - and how this new world order can undo that good in an instant in DARK REFLECTION by Marc Sumerak and Javier Pulido!  Meanwhile, over in THE SPECTACULAR SPIDER-GIRL, May Parker must contend with threats on all fronts - a conspiracy that's rocked the foundation of her high school and friends, and keeping tabs on her new ""cousin,"" April Reilly, the former Spider-Girl Clone!  Back in Queens, Aunt May takes one last adventure as The AMAZING SPIDER MA'AM!  And finally, May Porker, the SPECTACULAR SWINEY-GIRL faces down her deadliest threat yet in part two of CRAYFIN'S LAST BUNT! Rated A ...$4.99", | Spider-Man, | inker:Sal Buscema | inker:Mark Irwin | other:Stephanie Buscema | writer:Joe Casey | writer:Tom DeFalco | writer:Tom Peyer | writer:Marc Sumerak | colorist:Andrew Crossley | colorist:Impacto - Bruno Hang | colorist:John Kalisz | colorist:Jim Nausedas | colorist:Javier Rodriguez | penciller:Ron Frenz | penciller:Chad Wayne Hardin | penciller:Nuno Plati | penciller:Javier Pulido | letterer:Dave Lanphear | letterer:Dave Sharpe,, | onsaleDate:2009-07-01T00:00:00-0400 | focDate:2009-06-11T00:00:00-0400 | unlimitedDate:2010-08-30T00:00:00-0400, | printPrice:4.99 ,2008,4

