22019,Deadpool (2008) #2,2,51093,40,"When a NORAD base full of Super-Skrulls captures the Merc with a Mouth, he'll need every ability he possesses to get free: his fighting skills, his healing factor, his sense of humor and, most of all, his madness! See Deadpool create and train an army of Deadpool-Skrulls! And behind the whole thing, could it be...Nick Fury?!", | Deadpool, | penciller:Clayton Crain | penciller:Paco Medina | other:Chris Eliopoulos | colorist:Marte Gracia | letterer:Cory Petit | inker:Juan Vlasco | writer:Daniel Way, | Secret Invasion, | onsaleDate:2008-09-24T00:00:00-0400 | focDate:2008-09-04T00:00:00-0400 | unlimitedDate:2009-06-12T00:00:00-0400 | digitalPurchaseDate:2010-08-17T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,8
 
