25308,Guardians of the Galaxy (2008) #20,20,22954,92,"REALM OF KINGS. The Guardians have been to hell and back to save the universe itself. But after their monumental efforts, could it be that - due to the creation of The Fault-the universe is an even more dangerous place than before? ", | Guardians of the Galaxy, | writer:Dan Abnett | writer:Andy Lanning | letterer:Joe Caramagna | other:Chris Eliopoulos | colorist:Alex Garner | colorist:Wil Quintana | inker:Victor Olazaba | penciller:Brad Walker, | Realm of Kings, | onsaleDate:2009-11-25T00:00:00-0500 | focDate:2009-11-05T00:00:00-0500 | unlimitedDate:2010-09-09T00:00:00-0400, | printPrice:2.99,2009,11
 
