49202,Miles Morales: Ultimate Spider-Man (2014) #2,2,38231,52,"PART TWO OF THE BIGGEST SPIDER-MAN STORY OF THE YEAR ""REVIVAL"" - After the mind-blowing reveal at the end of the first issue, miles life will NEVER be the same again. - With SHIELD gone, the biggest villain in SPIDER-MAN history is out and nothing can stop him. - Miles has made a huge choice about the woman he loves. Will he live to regret it? ",, | writer:Brian Michael Bendis | penciller (cover):David Marquez,, | onsaleDate:2014-06-04T00:00:00-0400 | focDate:2014-05-21T00:00:00-0400 | unlimitedDate:2014-12-01T00:00:00-0500 | digitalPurchaseDate:2014-06-04T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:3.99
 
