17962,X-Force (1991) #117,117,47596,23,, | Bloke | Cannonball | Domino | Doop | Meltdown | Orphan | Professor X | U-Go Girl | Vivisector | Warpath | X-Force | X-Men, | letterer:Blambot | colorist:Laura Allred | penciler:Mike Allred | editor:Axel Alonso | writer:Peter Milligan,, | onsaleDate:2001-06-01T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2010-02-17T00:00:00-0500, | printPrice:0 ,2001,6

