14303,X-Men (1991) #17,17,28354,64,, | Beast | Cannonball | Colossus | Cyclops | Gambit | Iceman | Jubilee | Psylocke | Rogue | Storm | Stryfe | Warpath | Wolverine | X-Men, | letterer:Chris Eliopoulos | editor:Bob Harras | editor:Lisa Patrick | penciller (cover):Andy Kubert | writer:Fabian Nicieza | inker:Mark Pennington | colorist:Joe Rosas,, | onsaleDate:1993-02-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500, | printPrice:0 ,2001,2

