4156,Black Panther (2005) #16,16,28080,82,"BRIDE OF THE PANTHER PART 3  T'Challa's heart -- and a seat on the Wakandan throne -- is Storm's, if she'll just accept his hand in marriage.  Question is, does she want it? ", | Black Panther, | penciller (cover):Olivier Coipel | penciller:Scot Eaton | letterer:Randy Gentile | writer:Reginald Hudlin | inker:Klaus Janson | colorist:Dean White,, | onsaleDate:2006-05-24T00:00:00-0400 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2008-07-25T00:00:00-0400 | digitalPurchaseDate:2010-10-19T00:00:00-0400, | printPrice:2.99 | digitalPurchasePrice:1.99 ,2006,5

