51170,Loki: Agent of Asgard (2014) #9,9,21697,117,"AXIS tie-in! - Loki, swashbuckling savior of truth and justice, versus Lorelei -- scheming sister of the noble Enchantress! - Once -- in a time Loki would rather forget -- these two were allies. Now, Loki must bring Lorelei in -- or die trying! - Also featuring: the base villainy of Thor -- Marvel's brutish God Of Evil! ",,, | Axis, | onsaleDate:2014-12-24T00:00:00-0500 | focDate:2014-10-27T00:00:00-0400 | unlimitedDate:2015-06-29T00:00:00-0400 | digitalPurchaseDate:2014-12-24T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:3.99
 
