23606,Nova (2007) #22,22,25060,72,"Join the Nova Corps or suffer the consequences! Worldmind begins the mass transformation of human recruits to fill the ranks of his new Nova Corps--and brands anyone who stands against him a criminal! ", | Nova, | writer:Dan Abnett | writer:Andy Lanning | penciller:Juan Doe | other:Chris Eliopoulos | colorist:Impacto - Bruno Hang | letterer:Cory Petit | inker:Andrea Di Vito,, | onsaleDate:2009-02-25T00:00:00-0500 | focDate:2009-02-05T00:00:00-0500 | unlimitedDate:2013-05-22T10:16:56-0400 | digitalPurchaseDate:2012-01-10T00:00:00-0500, | printPrice:2.99 | digitalPurchasePrice:1.99,2009,2
 
