28060,Iron Man Vs. Whiplash (2009) #3,3,12886,136,Iron Man's battle with Whiplash intensifies as the Iron Axis enters the fray! Now the Armored Avenger must contend with multiple enemies before he can clear his name!, | Iron Man, | writer:Brannon Bragga | writer:Marc Guggenheim | penciller:Philippe Briones | colorist:Matt Milla | colorist:Brandon Peterson,, | onsaleDate:2010-01-27T00:00:00-0500 | focDate:2010-01-07T00:00:00-0500 | unlimitedDate:2010-12-02T00:00:00-0500 | digitalPurchaseDate:2010-09-21T00:00:00-0400, | printPrice:3.99 | digitalPurchasePrice:1.99 ,2010,1

