13348,Spider-Girl (1998) #3,3,25643,84,, | Spider-Girl (May Parker), | letterer:Janice Chiang | writer:Tom DeFalco | editor:Bob Harras | penciller (cover):Patrick Olliffe | colorist:Christie Scheele | inker:Al Williamson,, | onsaleDate:1998-12-10T00:00:00-0500 | focDate:-0001-11-30T00:00:00-0500 | unlimitedDate:2005-11-13T00:00:00-0500, | printPrice:1.99 ,2006,12

